genre,artist_name,track_name,track_id,loudness,tempo,energy
Movie,Chorus,Ambarsare Diyan Warhiyan,1Zj5XBiUaHTkkBJ2nET477,-10.732,94.011,0.653
Movie,Henri Salvador,Silence on tourne,1bo3gLD3Es261UYTfMLh4y,-11.235,116.674,0.468
Movie,Chorus,For the Game,1cAI02OznrXX5yrqonMCfh,-6.746,126,0.826
Movie,Henri Salvador,Quand un artiste - live,1dQKx8EJBbhHxc7qOgsBjb,-12.089,121.719,0.497
Movie,Richard M. Sherman,Afterglow,1j6b29LbEnEqbn8aswj4p1,-14.06,99.028,0.2
Movie,Larry Groce,"Sailing, Sailing",1jyknwZYTEEj1TCUozUbCi,-6.058,118.909,0.654
Movie,Chorus,Tehni Pe Kisi Shajar,1lG8EIwGceFVRntJvA9hnY,-15.603,,0.366
Movie,Leopold Stokowski,"Bourrée, From English Suite No. 2, BWV 807",1ppTRhpfunYl8Jd3Hfckee,-20.951,,0.0638
Movie,Henri Salvador,La Vie grise,1py5dPKJVdQmXdZKjdvmwB,-15.267,,0.107
Movie,Patrick Rocca,To Be or Not to Be,1q7DDr7riLHgrqAMxyZNFC,-10.465,143.797,0.456
Movie,Ken Page,Dancing with Gene,1qCTyNzxGkFXnvdrqT5olw,-8.904,138.484,0.512
Movie,Ken Page,Penn Station - Seesaw,1qda3iYG5DlQJeY5BpSmpe,-7.479,69.547,0.528
Movie,Bernard Minet,Dragon Ball GT,1wUjDOW0NXDBUPYPzNxczV,-6.85,134.905,0.937
Movie,Debbie Davis,I'll Feel Much Better When You Cry,23YuvN1cvAocACyKpYqzvu,-5.438,120.07,0.773
Movie,Henri Salvador,"La samba de là-bas (De l'opérette ""Le Chevalier Bayard"")",244U5mhlSmoudM4BMN25Wu,-6.968,128.111,0.636
Movie,Dorothée,J'ai retrouvé ma valise,24QIhmFU3ve4VIwDlBTtlp,-16.44,121.628,0.341
Movie,Claire Guyot,Le silence,24XhoLQObCUbk4ybOWtrZl,-11.876,93.186,0.26
Movie,Chantal Goya,Animauxville (Départ) - Live,24YkUVThOdm5kpX15kcK8Q,-9.149,145.695,0.932
Movie,Henri Salvador,Sketch producteur (suite),279g1SI8xH7ItKaJxM6TLI,-10.914,167.889,0.606
Movie,Lucie Dolene,Sphinx,27AtBxw44IKdMNHnxmg6rB,-9.099,120.689,0.317
Movie,Jean Piat,L'Âne chargé d'éponges et l'Âne chargé de sel,2BF5SlaZRL0sYUDBgwjmbo,-21.998,32.244,0.147
Movie,Justin Hurwitz,"Rialto - From ""La La Land"" Score",2BcLdx9G6GF32IWlvb1UGa,-22.731,,0.0148
Movie,Chorus,Stous athanatous nekrous (To Immortal Deads),2Do96Wm75pSsMBm8lmIhQg,-14.86,,0.151
Movie,Henri Salvador,Bon Dieu qu'elle est con - live,2G2CWFXYakUgdQyweO4MKv,-12.646,109.024,0.294
Movie,Randy Newman,Jack To The Rescue - Meet The Parents/Soundtrack,2I5Vq5yS1xuh9lk0mZ2oMS,-20.471,106.209,0.0808
Movie,Chorus,Shree Ram Chant,2MkMN3nFkYzdXlYrhAS0GJ,-4.337,127.945,0.797
Movie,Marie Ruggieri,"Oh quel chien/Il se traîne - From ""Lady and the Tramp""/French Soundtrack Version",2PSSi1isCZITVBIEwL420B,-15.269,108.483,0.16
Movie,Chorus,Mangal Aarti,2SJMPPj5nNlizdz58AgzL6,-14.199,81.668,0.346
Movie,Henri Salvador,Malgré tes serments,2TXdgzpGp97Wrb23ue9rVk,-14.696,84.488,0.156
Movie,Henri Salvador,Audustin ! Y'a quelqu'un qui te demande,2ULwBLyVAflWmyTcSWdetF,-11.581,139.526,0.356
Movie,Chorus,Nadipinche Naa Naayaka,2WsyzikcaMllNx3HCbHnl1,-9.225,115.136,0.679
Movie,Karine Costa,Super Insomniaque,2WwJlG8fczrLwRAxsnXRl7,-7.995,205.455,0.847
Movie,Henri Salvador,Papa loves mambo,2Y1TGD05ZJoTihQuZfZJEZ,-6.352,149.17,0.702
Movie,Chorus,Om Jayanti Mangla,2YeFJwywiUPeQiUtEeGPyQ,-11.927,107.94,0.253
Movie,Dorothée,J'ai vidé ma valise,2aN00IOtoPDWAsTzWeGT21,-14.391,141.148,0.557
Movie,Chorus,Takhti Par Takhti,2blJzY8Ohl2E2vEdQ2wlEn,-7.81,105.921,0.697
Movie,Fabien Nataf,I Try,2e3v5wfUN8UB4jB41eDr4k,-15.397,103.926,0.224
Movie,Pascal Laffarge,Il pleut bergère,2eBvh4fOjch2HK8NVYYWRP,-10.737,91.858,0.384
Movie,Frank Churchill,Snow White: Taas paiva kaunein on (Some Day My Prince Will Come),2hQlHB5r3uNFlyJYWABUk7,-17.031,189.101,0.151
Movie,Chorus,Baaramma - Bit,2hi0z5RkTEVbTVO4h7t7ch,-8.096,94.708,0.174
Movie,Jean Claude Corbel,Le Vilain Petit Canard 2,2j6xLFrJ3gp233MLhaMqHX,-16.156,110.924,0.231
Movie,Jean Claude Corbel,Les poissons voyageurs,2jBp52nfXVpHbt9dqf0cSs,-14.068,107.945,0.275
Movie,Dominique Tirmont,La Toulousaine,2kfppyLcqATE9Qi8hSOiyx,-6.823,90.92,0.448
Movie,Henri Salvador,Monsieur Le Bon Dieu,2n4an2QX7Np3yhM8T0HWdz,-10.686,73.134,0.153
Movie,Jean Claude Corbel,Le voyage à Lilliput,2nM2RKLUqdVJYakMbaWBHC,-12.506,88.225,0.345
Movie,Jean Claude Corbel,Le Chat Botté 4,2qZswteMfdcc3FLjaYR38E,-15.15,84.943,0.266
Movie,Chorus,Tsamikos Horos (Tsamikos Dance),2rQ1lgMI65SW3je5bQlA1K,-5.584,90.014,0.605
Movie,Chorus,Lalitha Parameshwari,2rT3uD6EjROZdP6UIf6C6p,-8.598,109.982,0.651
Movie,Jean Claude Corbel,Le Petit Poucet 2,2uou9Wr6a3HxmieA8NafPc,-15.703,,0.253
Movie,Leopold Stokowski,"We All Believe In One God, Giant Fugue, BWV 680",2wQgXSFESMAgmpkI14Pr7s,-17.834,,0.185
Movie,Dominique Tirmont,La petite diligence,2y9CiiXaeZUdX3ZjsnkCVb,-8.535,,0.509
Movie,Debbie Davis,Rap-a-Cito,316vZ2FFcGlhI7XDld9fay,-11.71,120.984,0.658
Movie,Chorus,Thandeye Oh,321MDop1sPmNMO0UQE4EcJ,-9.841,111.132,0.642
Movie,Chorus,Banga Aamar,35W7MQyH36gNt3EoR0qZdV,-6.797,80.581,0.444
Movie,Bernard Minet,Dis-moi monsieur Bernard Minet,38QPdO8qO4xuavpeHF1oyr,-8.672,81.994,0.626
Movie,Chorus,Sai Parameshwar Sai Karuneshwar,3AnPOKKZV1NRhED24p9YeX,-10.449,79.027,0.376
Movie,Chorus,Shanthi Koru,3Cr09kBxG7FE9fvbSPlcIN,-14.082,139.031,0.833
Movie,Chorus,Aa Divyanaama,3Ez6AS04xRmFq3K7wr7ayj,-9.787,131.504,0.607
Movie,Martin & les fées,Le plus beau de tes rêves (par Anggun),3FQJq6X5IHjFyncHoouuRA,-6.523,153.856,0.522
Movie,Henri Salvador,Chanson surrealiste,3GgYVk6uLkNNuE2O7zHhvZ,-10.82,104.997,0.347
Movie,Henri Salvador,Grosse Fille Ne Pleure Pas - Remastered,3JO7xCEBoFzVpuO42LTTB4,-7.819,72.354,0.643
Movie,Claire Guyot,Assise au bord du monde,3JldnhrVM001MJHN7GsB3T,-9.086,77.528,0.477
Movie,Chorus,Koti Chennaya(Vol.1 &amp; 2),3NXlNZSmjO3DsJ3DQuyU8e,-8.645,102.244,0.331
Movie,Henri Salvador,"Dis-moi qu'tu m'aimes, rock",3Ng7AEyRUZxPgDgVW2jZoM,-4.17,87.819,0.632
Movie,Richard M. Sherman,Forgotten Dreams,3PyfS1XmjHk1JZ004a2bFZ,-14.17,82.388,0.0478
Movie,Chorus,High (feat. Syross & Messieh),3R3vtgh4lKgRFtkrfrrUQs,-5.814,149.973,0.63
Movie,Chorus,Kaisi Anokhi Mehfil,3RS1F5oukDho2Wcaulaf8A,-4.381,111.79,0.846
Movie,Henri Salvador,24 heures par jour,3RZCz2Udhx5S9nRMasEZD5,-13.312,117.846,0.156
Movie,Choeurs,Georges Bizet : Sur la place,3SGmQRE8io8waO8BqDufdT,-18.037,98.843,0.196
Movie,Chorus,Daivapithave,3U70EglrYNe7h8QdL8oSBR,-10.8,74.05,0.422
Movie,Chorus,Ven a una nave espacial,3UkjsupdIvhkqnNqAZ3KAQ,-7.184,125.081,0.45
Movie,Henri Salvador,Bon appétit mademoiselle,3Vr2wQVnZ24ZA7JOh1edDH,-8.745,174.504,0.461
Movie,Chorus,Shri Gayatri Mahamantra,3W1CYVKeue4JPdTyW33LME,-15.349,110.159,0.122
Movie,Larry Groce,Choices,3WkxQwVTyIzFuNJKG6qurD,-9.52,,0.377
Movie,Leopold Stokowski,Symphony No.1 In C Major : IV. Allegro Vivace,3aX2M9VIuxxRIZ464VQwwc,-12.059,151.039,0.384
Movie,Debbie Davis,You Know I'm No Good,3cyN9ErrlOPXG185e1epGD,-9.02,112.398,0.498
Movie,Chorus,Czy Pami?tasz,3dsuEKUO8DaD2hXaxaYlrv,-11.439,179.966,0.704
Movie,Les Hérissons,Mabrouka Ananas ma Nana,3g68P6eeghUFkLcDSMVXwM,-3.529,,0.86
Movie,Henri Salvador,Cherche la rose,3j2I9sLlBQu8pMPDvw6Mhn,-10.82,80.977,0.312
Movie,Chorus,I Denne Søte Juletid: Kom La Oss Gå Og Se!,3kO00CU9Y6u8pIbk2Oi2j4,-20.347,121.235,0.182
Movie,Michel Roux,Les aventures d'Arsène Lupin: 813 - Partie 5,3kQkcxkRneREJohv69y6hD,-15.622,101.296,0.415
Movie,Debbie Davis,Mele Kalikimaka,3kjIWN6qPqC5YaCEByBqJ1,-7.021,103.356,0.49
Movie,Chorus,Swami Samartha Majhe Aai,3nGNIiz4PTsZ7cRhNNuSd2,-5.847,107.854,0.746
Movie,Randy Newman,This Is Gonna Be Good,3nWsw3kx2rhqcooV2bLLzq,-14.415,167.96,0.196
Movie,Idoles De La Musique,Marie,3tYb7PIAOGa3dfYIV5eYjP,-7.628,114.019,0.609
Movie,Jean Claude Corbel,Tom Pouce 1,3uC0IWrdPuQUAxysPYFcLW,-15.638,173.591,0.204
Movie,Jean Claude Corbel,Les premiers mammifères,3wyfVx3VgWi3h7KUun10SR,-17.038,95.182,0.286
Movie,Martin & les fées,"Une énigmatique jeune femme blonde (par Véronique Jannot, Paul Ventimila & Arielle Dombasle)",40S8lAPIAKIVscROjzXM41,-14.405,77.648,0.195
Movie,Bernard Minet,Juliette je t'aime - Générique,43ZOuL3sAdWyDeUmnESnxJ,-13.879,84.958,0.495
Movie,Henri Salvador,Il Pleut Bergère - Remastered,44fcBVy6aGmWkqrIaIuyg8,-10.19,88.369,0.454
Movie,Jean Claude Corbel,Aladin 1,46pHjxtTwKqyefPMq5HRaO,-12.981,130.031,0.462
Movie,Larry Morey,The Silly Song (The Dwarfs' Yodel Song),48tWWGBcrOGnsHLr4F6QUL,-11.181,115.222,0.633
Movie,Henri Salvador,Mazurka Pour Ma Mie,4DTLThZ3hAvV3zW7TIBn6r,-8.41,83.379,0.713
Movie,Houcine,Je m'accroche,4EgVeJ3g8JPPaUsoYded66,-7.042,107.998,0.554
Movie,Frank Churchill,"Chorale for Snow White - From ""Snow White and the Seven Dwarfs""/Score",4LY0T9z0Nm1fZZrbBJX0pj,-25.274,65.472,0.00154
Movie,Chorus,Titlee Pyari Titlee,4PBWE5hmOPNGB2IFPvpQGV,-13.774,94.089,0.389
Movie,Randy Newman,The Pros Go To College,4PLtMy7fhR1JlOrbZdzjWN,-18.659,107.511,0.107
Movie,Lucie Dolene,"Sept variations sur ""La Seine""",4QrUwzwxZn5yxStrcT8aIK,-9.759,133.753,0.214
Movie,Randy Newman,A New Day: 7:00 A.M.,4Qt0c8DNGOxQfRADLvKvJ4,-22.749,136.327,0.041
Movie,Frank Churchill,"Whistle While You Work - London, Dec. 8, 1938, HMV B-8835, MX. OEA 7224-1",4TVlu8gVdYM53SoW3k7S57,-16.343,110.319,0.158
Movie,China Moses,Nicotine,4WyeUgqbBse7RQlWUWBoJM,-9.537,114.95,0.392
R&B,Mary J. Blige,Be Without You - Kendu Mix,2YegxR5As7BeQuVp2U6pek,-5.922,146.496,0.689
R&B,Rihanna,Desperado,6KFaHC9G178beAp7P0Vi5S,-5.221,94.384,0.61
R&B,Yung Bleu,Ice On My Baby (feat. Kevin Gates) - Remix,6muW8cSjJ3rusKJ0vH5olw,-5.237,75.047,0.52
R&B,Surfaces,Heaven Falls / Fall on Me,7yHqOZfsXYlicyoMt62yC6,-6.896,85.352,0.366
R&B,Olivia O'Brien,Love Myself,4XzgjxGKqULifVf7mnDIQK,-5.721,100.006,0.621
R&B,ELHAE,Needs,7KdRu0h7PQ0Ecfa37rUBzW,-13.073,124.657,0.331
R&B,Nao,Make It Out Alive (feat. SiR),21Ft8ME799DMZjxNwmui6Z,-7.426,147.935,0.649
R&B,Frank Ocean,Seigfried,1BViPjTT585XAhkUUrkts0,-11.165,125.004,0.255
R&B,Layton Greene,Roll In Peace,33YFwLJbAdgePluIuEVa9p,-6.448,140.368,0.507
R&B,Usher,You Make Me Wanna...,47TqCCnEliDp8NRDyIQoQq,-7.577,164.088,0.639
R&B,Mariah Carey,Hero,4FCb4CUbFCMNRkI6lYc1zI,-9.37,119.987,0.378
R&B,Beyoncé,Flawless Remix,0zVMzJ37VQNFUNvdxxat2E,-7.273,136.801,0.659
R&B,Jason Derulo,Tip Toe (feat. French Montana),2z4pcBLQXF2BXKFvd0BuB6,-4.547,98.062,0.709
R&B,TWENTY88,On The Way,2TAf6ITyhwc9Z3MYb4tSYl,-7.176,129.902,0.687
R&B,Big Sean,I Know,6rje9f1wRFJDO2iTORw0lH,-11.31,120.015,0.345
R&B,Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",7GQqj9jRtDkMp8zByehXQI,-3.594,109.897,0.766
R&B,Tierra Whack,CLONES,6zlBoRMKQv2UyrafMVoQlq,-8.705,146.003,0.494
R&B,Jessie Reyez,Body Count (feat. Normani & Kehlani) - Remix,4o7WXic8yAQWOV7iJXZ4jD,-4.587,149.736,0.586
R&B,6LACK,Disconnect,5dgkSJAuFXZnwz7OAFUnIk,-10.825,66.933,0.337
R&B,SZA,Childs Play (feat. Chance the Rapper),7GPstnufSTScEaw9dMxO9H,-9.044,99.995,0.342
R&B,Kyle Dion,Brown,3t7wojJJqpSNCASv5wOe5I,-4.678,72.417,0.698
R&B,Roy Woods,Get You Good,2yTTfOaptQVJiocgjoQFfi,-7.077,86.185,0.502
R&B,Tove Lo,Habits (Stay High),14OxJlLdcHNpgsm4DRwDOB,-3.539,110.003,0.65
R&B,James Blake,Can't Believe The Way We Flow,6voR6zsWIn7vgZYGOFKYSZ,-10.309,143.948,0.536
R&B,Joji,SLOW DANCING IN THE DARK - Loud Luxury Remix,59pC3ONM6ggVn0CYi0l1KD,-4.45,122.026,0.883
R&B,Jennifer Lopez,Dinero,22mQXNE0nCuWq4yOwcadIn,-2.528,,0.881
R&B,Rihanna,Hate That I Love You,7iu0WYLdo4yksKf3seaxzI,-5.38,93.867,0.73
R&B,Miguel,Remember Me (Dúo),3pCgIUkmRHKydu9HE03QKY,-6.71,84.991,0.548
R&B,TLC,Creep,1aWV3uY3SIEZVbmv45oFWS,-9.688,92.94,0.458
R&B,PARTYNEXTDOOR,Wus Good / Curious,2ekdnv2xVIyAdG3ySoDDeY,-8.215,82.878,0.537
R&B,MIKExANGEL,Complicated,5cKRlX4h9UqSOBIuNZfsvP,-7.616,118.364,0.516
R&B,Nick Jonas,"Introducing Me - From ""Camp Rock 2: The Final Jam""",74tQaH4CxM5Rs9BzerEbHr,-6.049,113.072,0.496
R&B,Tory Lanez,S.w.I.n.G (feat. PnB Rock & Trey Songz),7o8xfkcYJs1CPZXWiIFimg,-4.75,138.007,0.777
R&B,Chris Brown,Privacy,2Vf2Pflg5rTWSvSCK4qq4A,-7.741,97.092,0.58
R&B,Alina Baraz,Lavender and Velvet,57nReJa69S1lEJGYHLCKlx,-7.232,127.908,0.512
R&B,Dreezy,Body,20s34XSPIiYMGSFDRSs24t,-5.962,149.968,0.567
R&B,T-Pain,Here It Comes (feat. Russ),5cpiUTX2VJn5JN7myo2XaD,-7.774,140.03,0.597
R&B,PJ Morton,Say So (feat. JoJo),6OLlACmD4AlW2N7CWVhVxO,-7.581,75.231,0.409
R&B,Tom Misch,Movie,6pxElwU80zhjbCC77Vn8EI,-11.446,122.043,0.379
R&B,Usher,OMG (feat. will.i.am),1bM50INir8voAkVoKuvEUI,-5.81,129.998,0.745
R&B,Jeremih,All The Time,0USZx50eApN045zIIyjePN,-9.313,109.959,0.44
R&B,Dijon,Skin,467t3218y3yihFcyDGWjr0,-3.471,94.934,0.616
R&B,Yuna,Crush,3Txcx4jhuiTZSvhAL0WaRc,-10.144,130.031,0.414
R&B,Keri Hilson,Pretty Girl Rock,2Adn2LNgkHMH5TelQVAu4n,-5.004,160.014,0.87
R&B,Steve Lacy,Some,4riDfclV7kPDT9D58FpmHd,-6.417,104.01,0.554
R&B,The Japanese House,Saw You In A Dream,0U3u0HdRQjD8mAMYBak4Ok,-8.244,,0.446
R&B,T-Pain,A Million Times (feat. O.T. Genasis),4WB42HWRwXYCEemgNs21E6,-5.403,,0.519
R&B,Tory Lanez,KeeP IN tOUcH (feat. Bryson Tiller),1BZdJrCYel0jMNmKY8KkUD,-4.332,,0.886
R&B,The Weeknd,Attention,6pDVjCUA3B1vg9waKutAsv,-7.054,148.041,0.428
R&B,H.E.R.,2,2YyNFk4HBKXrqgsvPDNJtO,-7.401,149.975,0.448
R&B,T-Pain,RIP to the Parking Lot (feat. Boosie Badazz),6B8pOvEZg9L1CamPMZ5OK2,-6.526,179.993,0.558
R&B,City Girls,Season (feat. Lil Baby),1VAIB64hpLeaoDKzaCLywU,-4.634,139.037,0.695
R&B,Brent Faiyaz,Lovely,2jGjNCH6Op0BqBHPc4Rd8d,-8.656,143.614,0.473
R&B,Jacquees,Inside feat. Trey Songz,1yIEiamPoVQGpFsYaImNFY,-5.84,125.969,0.578
R&B,JP Saxe,The Few Things (with Charlotte Lawrence),7GajeLvMksa794ZEQXwRSy,-10.446,135.872,0.426
R&B,Chingy,Right Thurr,0l3GEbH3CviUytD6iX4wzg,-3.977,92.077,0.749
R&B,H.E.R.,I'm Not OK,7hgFh60j6O7sigPEHmNsCu,-11.887,102.206,0.395
R&B,Wale,Lotus Flower Bomb (feat. Miguel),3MAgQuClHcAV8E9CbeBS6f,-4.959,70.189,0.598
R&B,Kiana Ledé,Wicked Games,0TYhf0MgEj4YJaKwo5c4Km,-7.042,72.973,0.435
R&B,Iggy Azalea,Black Widow,7pNC5ZIKtwUK0ReSpM3P9f,-3.77,163.991,0.726
R&B,Kelly Clarkson,Love So Soft,16QN8cBubEq706vNtPpOME,-5.43,130.012,0.581
R&B,PARTYNEXTDOOR,Not Nice,4STaHtfguDMkWbPEo6Fwcx,-9.309,128.06,0.496
R&B,Tory Lanez,Pa Mi (with Ozuna),0CYLDwvvpJQySLA5CvqvSl,-7.522,133.247,0.557
R&B,The Weeknd,A Lonely Night,0ifooM33X1iBxVYyOkSbXW,-6.955,113.999,0.663
R&B,Nina Sky,Move Ya Body,2ndnVdR8si7CW9T8vJRHyW,-6.446,121.072,0.71
R&B,Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),7nD9nN3jord9wWcfW3Gkcm,-5.194,95.04,0.791
R&B,Rihanna,SOS,30cSNer6TV8x2utjULVeQ5,-4.905,137.046,0.671
R&B,Jason Derulo,Ridin' Solo,6BaxqcoEM9r3LXisTyJjST,-4.02,89.338,0.83
R&B,DJ Khaled,All I Do Is Win,6u5M4jPpYkoRV4vVHDQvkd,-3.535,150.094,0.791
R&B,Demi Lovato,You Don't Do It For Me Anymore,6vzR3sLeGKyEILZq5Top3r,-6.389,128.035,0.435
R&B,Nao,If You Ever (feat. 6LACK),5PkZ0mhNgfuz7SqiuruKlh,-7.399,111.996,0.62
R&B,Adrian Marcel,2AM.,64Jyg9AzWl3AHdnkKPmY4T,-6.386,102.011,0.521
R&B,Mario,How Do I Breathe,174rZBKJAqD10VBnOjlQQ3,,97.956,0.455
R&B,Jagged Edge,Where the Party At,5mNV8Mz59bzyuQ53gTw0c0,,129.491,0.661
R&B,T-Pain,1UP (feat. Profit Dinero),2tljQIUKje5ni1pA147Ot0,,71.666,0.584
R&B,Ari Lennox,40 Shades of Choke,5toSnLJgSEwlnNzq61t63x,-7.962,104.62,0.508
R&B,Big Sean,Go Legend (& Metro Boomin),3wAI7MIQtTgwcRmwchPZBc,-8.925,150.014,0.564
R&B,bLAck pARty,Bloom,05xA64s3UzOOmAnh9SIIjn,-7.526,89.972,0.399
R&B,Olivia O'Brien,Love Myself - Acoustic,5QlIZ0bT71AyrrfNApOQIw,,99.827,0.355
R&B,GoldLink,Got Friends,1PVza5KmhSJhz12OewWciE,,143.744,0.75
R&B,Raveena,If Only,4jyU03J2YOhRxgOHit2auK,,77.984,0.404
R&B,Trevor Daniel,Falling (blackbear Remix),59IUUAdjVbmq80Nkc3Q9Dx,-6.491,127.01,0.485
R&B,T-Pain,Be Your X,5Evfx4lCARQGUPyurQNwOl,-12.078,81.733,0.291
R&B,Tinashe,Like I Used To,3fMKnwiByu9yfeD5ISn9Et,-6.156,159.78,0.599
R&B,Peter CottonTale,Forever Always,4B2kIC5F0kSVfTD5crzgm9,-6.351,54.924,0.443
R&B,DaniLeigh,Lil Bebe,0rj3snMN7CFiYaLIVSegml,-4.431,136.021,0.511
R&B,Ty Dolla $ign,Paranoid (feat. B.o.B),0Yp3wCUpjrG7NWWPDpmQXm,-11.306,97.476,0.398
R&B,James Blake,Are You In Love?,6uYhMShmQkRYbrnOjERpoR,-12.353,147.681,0.278
R&B,Dreezy,Ecstasy (feat. Jeremih),5o54O3MOnMvcPTmkguYkwg,-7.77,104.043,0.451
R&B,Snoh Aalegra,I Want You Around,4Rdan5edd4P9FvBzv2meZD,-7.054,168.056,0.513
R&B,Zara Larsson,Ain't My Fault,0ADG9OgdVTL7fgREP75BrZ,-4.825,141.153,0.782
R&B,Beyoncé,Countdown,3axkNosdVQLZiq1HakuGhc,-5.73,167.349,0.787
R&B,Jarreau Vandal,Someone That You Love,3S2LNcyJre3hvJbPTcoghO,-8.261,105.059,0.429
R&B,Alina Baraz,Unfold,1cSpPl4FhWtft5fUTqRr8f,-8.714,111.932,0.501
R&B,The Carters,NICE,44lusH2vzc4sRAwsooRhPh,-5.587,119.922,0.533
R&B,Trey Songz,Neighbors Know My Name,6jvvpPJQJy5rMOEkLlADl6,-5.776,120.026,0.693
R&B,T-Pain,U Up,6p8JTP4A9NZHtxRVhkEo6s,-10.316,85.366,0.484
R&B,BJ The Chicago Kid,Roses,3SwhPTNNU5hpF33bbCsji6,-7.269,110.01,0.597
R&B,SZA,Prom,5yvhdo8FXbBsIllxv2Rr94,-4.877,120.041,0.702
R&B,James Blake,Power On,5Yq38evNk28qlTVHHtwBhT,-10.951,92.489,0.468
R&B,Sabrina Claudio,Orion's Belt,0RTnMChwd0ARVY3zOyNdaP,,84.475,0.352
R&B,H.E.R.,Say It Again,5yamjs92dcayRVlNuY116G,,86.126,0.493
